"5138_b6",1,756,"Kiefer",1,-5.57053738898999,7.69539558423507,0.22325,30,2.91597325090612,4.50558300909166
"5138_b6",1,757,"Kiefer",1,-8.88241325797983,11.2068164397595,0.13775,24.6,1.53191057180241,2.36701425214242
"5138_b6",1,758,"Kiefer",1,-17.041765445085,12.6102430791284,0.21875,27.2,2.64891487216936,4.09294078293337
"5138_b6",1,766,"Kiefer",1,-24.5241075939826,5.79725337714024,0.17625,26.5,2.08620468794411,3.2234755214464
"5138_b6",1,767,"Kiefer",1,-21.2771358881299,8.46720074157068,0.2365,29.6,3.12211066427825,4.82409389630195
"5138_b6",1,768,"Kiefer",1,-17.3586366073843,7.47580999844004,0.162,25.2,2.32519354033164,3.59274643720153
"5138_b6",1,769,"Kiefer",1,-16.759076044365,-1.17190875890131,0.179,30,3.32095618760621,5.13133780228154
"5138_b6",1,770,"Kiefer",1,-20.488729426806,-0.679681156964787,0.18825,27.8,2.38880200100385,3.69103032905483
"5138_b6",1,771,"Kiefer",1,-20.5179570631405,-4.47363811177451,0.199,30.1,2.42953699292684,3.75397153999587
"5138_b6",1,772,"Kiefer",1,-13.7256625429292,-5.79794685708908,0.1445,27,2.7626300874348,4.26864655856624
"5138_b6",1,773,"Kiefer",1,-5.71675384340743,-5.87866698273396,0.21925,30.5,2.83045049417933,4.37343849114069
"5138_b6",1,774,"Kiefer",1,-10.5742950649782,-10.2114780457473,0.174,28.2,2.20443870406959,3.40616347099672
"5138_b6",1,775,"Kiefer",1,-14.2405209198199,-14.0430610599033,0.1495,27.2,1.84241010635526,2.8467790877003
"5138_b6",1,776,"Kiefer",1,-20.7918011206644,-15.610925858473,0.1505,26.8,2.27592288973067,3.51661645002636
"5138_b6",1,782,"Kiefer",1,-15.706044868425,-20.4685161795139,0.20775,30.6,2.4266643772883,3.74953295050996
"5138_b6",1,783,"Kiefer",1,-10.567114472995,-21.1020399894091,0.157,23.2,1.67793027268716,2.59263493748118
"5138_b6",1,784,"Kiefer",1,-10.9693287696273,-17.554595590438,0.159,25.2,1.59836635349972,2.46969764979645
"5138_b6",1,785,"Kiefer",1,-6.6687315861298,-16.1795555882155,0.15025,26.8,1.82664309595498,2.82241687033717
"5138_b6",1,786,"Kiefer",1,-4.14295690548404,-18.235292925514,0.146,25.5,1.66014306612412,2.56515123692093
"5138_b6",1,787,"Kiefer",1,-4.79935165800401,-13.2580625908469,0.1925,25.2,2.66812199870995,4.12261845674876
"5138_b6",1,788,"Kiefer",1,0.0579448134927124,-16.5998988671193,0.1505,25,2.26002212378552,3.4920475617995
"5138_b6",1,790,"Kiefer",1,-2.04829631246982,-22.5069874087209,0.1795,27.4,2.83119232833095,4.37458472776959
"5138_b6",1,796,"Kiefer",1,16.0426465320075,-22.8263771161582,0.204,26,2.79696263829176,4.32169511028113
"5138_b6",1,797,"Kiefer",1,17.7964169556604,-19.9042091915324,0.17375,27.4,1.9670536342459,3.03937062168739
"5138_b6",1,798,"Kiefer",1,20.6423425236132,-19.7952947726936,0.1715,27.6,2.11827170117528,3.27302350338408
"5138_b6",1,799,"Kiefer",1,11.8615203868468,-21.665510243528,0.202,25.4,2.02736898466954,3.13256620157541
"5138_b6",1,800,"Kiefer",1,11.7583169451964,-16.7926169079243,0.1885,26,1.82456159117745,2.81920065682902
"5138_b6",1,801,"Kiefer",1,12.725268230034,-13.838625237851,0.17775,30,1.72691922219888,2.66832965741207
"5138_b6",1,802,"Kiefer",1,6.00873349423341,-9.80536189007206,0.20375,26.8,2.44412049621127,3.77650507475684
"5138_b6",1,803,"Kiefer",1,2.37002870055978,-6.69275458675447,0.18625,28.2,2.40390827612037,3.71437161878528
"5138_b6",1,804,"Kiefer",1,9.24774038090464,-5.38231342894352,0.1645,25.4,2.2223354832248,3.43381647640551
"5138_b6",1,805,"Kiefer",1,12.4443054481924,-8.55273417756497,0.176,29.3,2.23338868090621,3.45089519948846
"5138_b6",1,806,"Kiefer",1,16.0244374704448,-10.2086925585897,0.1855,29.2,2.13572587192271,3.29999261742961
"5138_b6",1,807,"Kiefer",1,23.032091979944,-14.28050205796,0.16125,27.5,1.79548043709755,2.77426624130704
"5138_b6",1,813,"Kiefer",1,21.006397668974,-6.86594909483917,0.20825,28.6,3.50520327513256,5.41602510069052
"5138_b6",1,814,"Kiefer",1,15.6328777614979,-1.45021822291102,0.17125,28.7,2.33623093892706,3.60980074850587
"5138_b6",1,815,"Kiefer",1,12.4967826165337,-0.283591669659765,0.18025,29.6,2.25961279868919,3.49141509776759
"5138_b6",1,816,"Kiefer",1,7.69981235643154,-0.0537557042943053,0.1705,25.5,2.36284256775605,3.65091940508439
"5138_b6",1,817,"Kiefer",1,0.996345296190906,0.0854169231373675,0.1555,28.7,2.00113093024919,3.09202476925905
"5138_b6",1,818,"Kiefer",1,4.79706733079246,3.26008359154236,0.16525,27.2,2.36703928991472,3.65740392274796
"5138_b6",1,819,"Kiefer",1,8.88555741126183,6.81812800489767,0.209,32,3.43244810594421,5.30360827587337
"5138_b6",1,820,"Kiefer",1,10.8813501439736,2.65258723593493,0.19525,29,2.09555481913502,3.23792277064988
"5138_b6",1,821,"Kiefer",1,17.3437871531772,4.0041287673208,0.13825,29.6,1.48215215143385,2.2901305930409
"5138_b6",1,822,"Kiefer",1,21.1065118728967,3.5320187654185,0.17925,30.4,2.15621775338207,3.33165541574195
"5138_b6",1,830,"Kiefer",1,19.1429766971709,17.297006769137,0.19775,24.4,2.79906234299988,4.3249394452057
"5138_b6",1,831,"Kiefer",1,22.0979626797657,8.83855448609559,0.18175,30.7,1.98394808399817,3.06547488918302
"5138_b6",1,832,"Kiefer",1,16.000621724919,18.0219339810146,0.17475,28,2.88974912405904,4.46506309680723
"5138_b6",1,833,"Kiefer",1,8.68039407865975,13.6781123931326,0.159,27.3,2.1260997154414,3.28511887087808
"5138_b6",1,834,"Kiefer",1,9.98396137037309,16.165411079057,0.13675,27.2,1.85818459793423,2.87115286452188
"5138_b6",1,835,"Kiefer",1,11.8610241982133,22.1207166468313,0.19825,26.9,1.92152933883404,2.96902927275876
"5138_b6",1,836,"Kiefer",1,14.3278009324229,23.9400108696897,0.1305,27.4,1.70778365140319,2.63876254714465
"5138_b6",1,838,"Kiefer",1,4.69682814953271,20.6731663112779,0.17575,29.6,2.15213847138143,3.32535235940711
"5138_b6",1,839,"Kiefer",1,2.06234768730144,23.1081527175299,0.1785,29.4,2.18030961104151,3.36888067646549
"5138_b6",1,844,"Kiefer",1,-11.9933425823389,23.7427827708265,0.1415,24.6,1.58516560649038,2.44930066521706
"5138_b6",1,845,"Kiefer",1,-18.6280997276669,24.2766122129118,0.19925,30.2,2.84408157407624,4.39450039970245
"5138_b6",1,846,"Kiefer",1,-8.35492632969811,20.7835320873358,0.26075,29.6,3.55563637060935,5.49395122638647
"5138_b6",1,847,"Kiefer",1,-8.1812200047533,15.5829278132777,0.165,26.2,1.89334360325853,2.92547840298713
"5138_b6",1,848,"Kiefer",1,-4.85573418866713,16.0829675585387,0.156,25.5,1.29015502944414,1.99346841674605
"5138_b6",1,849,"Kiefer",1,-1.05101243169049,14.6623795090849,0.14425,26.8,1.89113061420939,2.92205902804739
"5138_b6",1,850,"Kiefer",1,-1.25391604176756,11.7331877407718,0.162,28.6,1.520435792791,2.34928412744706
"5138_b6",1,851,"Kiefer",1,-0.362903905034031,7.99176455832572,0.15225,26.9,2.02389476010982,3.12719804288563
"5138_b6",1,852,"Kiefer",1,-1.02116638462068,5.40437038098988,0.15125,25.2,2.63476279767269,4.07107386547252
